product_id,name,price,quantity,category,description,production_date,expiration_date,rating,status
544,Папайя,6349,46,Фрукты,"Отличается высоким содержанием олигосахаридов, полезных для здоровья кишечника и иммунной системы.",1991-01-03,2004-10-01,4.85,Refunded
545,Сорго,8190,950,Бакалея,Идеально подходит для употребления в чистом виде или в составе различных блюд и напитков.,1997-01-05,2018-05-10,2.92,Out of Stock
546,Томатная паста,7505,335,Бакалея,Помогает поддерживать нормальный уровень глюкозы в крови.,1990-03-06,1992-01-11,2.43,Awaiting Review
547,Тако с мясом,2842,828,Мясо,"Помогает поддерживать нормальный уровень индолов, веществ, способных защищать от рака.",1994-01-16,2024-01-06,4.21,New
548,Каша из дробленой кукурузы,4907,114,Бакалея,"Отличается высоким содержанием кемпферола, флавоноида, полезного для здоровья сердца и сосудов.",1996-07-11,2011-01-15,3.15,In Stock
549,Чеснок,1969,238,Овощи,Может быть использован в качестве заменителя менее полезных продуктов.,2000-01-01,2020-02-14,2.01,Awaiting Review
550,Лук-порей,3472,16,Овощи,"Отличается высоким содержанием оротовой кислоты, необходимой для синтеза ДНК и РНК.",2018-07-04,2019-06-04,2.03,Out of Stock
551,"Экзотические виды мяса (например, страус, кенгуру)",1960,476,Мясо,Помогает предотвратить развитие остеопороза благодаря высокому содержанию кальция.,2006-01-16,2020-05-06,1.87,On Backorder
552,Цукини,3340,528,Овощи,"Отличается высоким содержанием фосфора, необходимого для здоровья зубов и костей.",2014-03-05,2022-01-03,1.89,Shipping
553,Турнепс,371,362,Овощи,"Помогает поддерживать нормальный уровень нарингина, флавоноида, полезного для снижения уровня холестерина и улучшения пищеварения.",2006-05-18,2020-05-10,3.77,On Backorder
554,Подсолнечник семена,238,469,Бакалея,"Помогает улучшить состояние волос, ногтей и кожи.",2022-02-01,2027-07-01,0.63,Delivered
555,Айва,3388,200,Фрукты,"Отличается высоким содержанием кверцетина, флавоноида, обладающего антиоксидантными и противовоспалительными свойствами.",2017-02-23,2028-11-02,4.28,Awaiting Payment
556,Чабрец сушеный,9842,332,Бакалея,"Обладает приятными органолептическими свойствами, привлекающими внимание покупателей.",2022-01-01,2027-05-11,2.76,Returned
557,Малина,3173,207,Фрукты,"Отличается высоким содержанием L-карнозина, аминокислоты, полезной для мышц и мозга.",2003-01-05,2007-01-15,3.63,Sold
558,Сметана,3376,271,Молочные продукты,Помогает поддерживать здоровье глаз и зрение благодаря содержанию витамина A.,2009-03-06,2027-03-14,0.64,New
559,Ветчина,9050,362,Мясо,"Отличается высоким содержанием оротовой кислоты, необходимой для синтеза ДНК и РНК.",2003-04-01,2017-03-01,1.76,Pending
